call_id,datetime,agent,campaign,trunk,phone_number,disposition,duration,ring_time,hold_time,call_type
CDR_00002202,2024-01-27 13:03:22,Agent_016,Lead_Generation_2024,VOIP_LINE_B,+12915310934,Not Interested,95,21,15,Outbound
CDR_00000638,2024-01-27 13:05:50,Agent_015,Collection_Drive,VOIP_LINE_A,+16615628968,Voicemail,16,24,0,Outbound
CDR_00002755,2024-01-27 13:13:27,Agent_010,New_Product_Launch,VOIP_LINE_A,+18528298752,No Answer,0,23,0,Outbound
CDR_00003703,2024-01-27 13:23:38,Agent_008,Collection_Drive,TRUNK_PRIMARY,+16413210642,Do Not Call,46,15,0,Outbound
CDR_00000277,2024-01-27 13:26:23,Agent_017,Survey_Campaign,VOIP_LINE_A,+13996274976,No Answer,0,16,0,Outbound
CDR_00001452,2024-01-27 13:50:49,Agent_004,Customer_Retention,VOIP_LINE_B,+12816267438,Interested,166,15,15,Outbound
CDR_00000064,2024-01-27 14:19:03,Agent_019,Collection_Drive,SIP_GATEWAY_2,+18539933844,Voicemail,20,4,0,Outbound
CDR_00004890,2024-01-27 14:32:46,Agent_015,Collection_Drive,VOIP_LINE_A,+17717571778,No Answer,0,21,0,Outbound
CDR_00002906,2024-01-27 14:48:46,Agent_004,Lead_Generation_2024,TRUNK_PRIMARY,+17332281677,Not Interested,142,7,30,Outbound
CDR_00001670,2024-01-27 15:51:34,Agent_008,Collection_Drive,SIP_GATEWAY_2,+13799639227,No Answer,0,28,0,Outbound
CDR_00004525,2024-01-27 15:57:05,Agent_009,Lead_Generation_2024,TRUNK_PRIMARY,+14084319968,Not Interested,162,8,3,Outbound
CDR_00004239,2024-01-27 17:08:44,Agent_014,Lead_Generation_2024,VOIP_LINE_A,+15012443158,No Answer,0,23,0,Outbound
CDR_00001289,2024-01-27 17:20:45,Agent_010,Lead_Generation_2024,VOIP_LINE_A,+17069038923,Voicemail,20,7,0,Outbound
CDR_00004674,2024-01-27 17:37:13,Agent_001,Lead_Generation_2024,SIP_GATEWAY_1,+14806193242,No Answer,0,16,0,Outbound
CDR_00000408,2024-01-27 17:49:37,Agent_014,Lead_Generation_2024,VOIP_LINE_A,+14571831102,Wrong Number,23,8,0,Outbound
CDR_00002198,2024-01-27 19:10:30,Agent_013,Collection_Drive,VOIP_LINE_B,+19949505262,Busy,0,23,0,Outbound
CDR_00000878,2024-01-27 19:18:39,Agent_006,New_Product_Launch,TRUNK_PRIMARY,+18821435966,No Answer,0,56,0,Outbound
CDR_00003223,2024-01-27 19:51:11,Agent_001,Customer_Retention,TRUNK_PRIMARY,+18996356227,No Answer,0,17,0,Outbound
CDR_00001198,2024-01-27 19:58:26,Agent_016,New_Product_Launch,TRUNK_BACKUP,+12046239939,Busy,0,38,0,Outbound
CDR_00000540,2024-01-28 08:55:04,Agent_017,Customer_Retention,SIP_GATEWAY_2,+14821589695,Not Interested,114,15,12,Outbound
CDR_00004707,2024-01-28 09:24:10,Agent_004,Collection_Drive,VOIP_LINE_B,+12746591584,Interested,192,7,15,Outbound
CDR_00004764,2024-01-28 09:38:21,Agent_009,Survey_Campaign,SIP_GATEWAY_2,+18242890860,Callback Scheduled,186,10,22,Outbound
CDR_00002931,2024-01-28 10:09:33,Agent_017,Collection_Drive,TRUNK_BACKUP,+19918639011,Not Interested,61,9,7,Outbound
CDR_00003821,2024-01-28 10:29:45,Agent_001,Customer_Retention,VOIP_LINE_A,+15824399003,Wrong Number,25,16,0,Outbound
CDR_00000358,2024-01-28 10:30:12,Agent_015,Collection_Drive,VOIP_LINE_B,+15883550667,Not Interested,89,20,3,Outbound
CDR_00003504,2024-01-28 10:31:53,Agent_008,New_Product_Launch,SIP_GATEWAY_2,+18035690574,Not Interested,26,13,0,Outbound
CDR_00002448,2024-01-28 10:33:32,Agent_001,Customer_Retention,SIP_GATEWAY_1,+15319434070,Do Not Call,69,19,27,Outbound
CDR_00004201,2024-01-28 10:46:45,Agent_009,New_Product_Launch,TRUNK_PRIMARY,+17596271027,Sale,179,30,16,Outbound
CDR_00001497,2024-01-28 11:02:45,Agent_003,Survey_Campaign,SIP_GATEWAY_2,+18968841983,No Answer,0,45,0,Outbound
CDR_00003659,2024-01-28 11:03:36,Agent_008,New_Product_Launch,TRUNK_PRIMARY,+17615380752,Voicemail,5,23,0,Outbound
CDR_00003434,2024-01-28 11:06:26,Agent_005,Customer_Retention,VOIP_LINE_A,+18661670103,Callback Scheduled,263,25,6,Outbound
CDR_00002706,2024-01-28 11:23:51,Agent_016,Customer_Retention,TRUNK_PRIMARY,+13418142179,No Answer,0,32,0,Outbound
CDR_00001234,2024-01-28 11:29:28,Agent_010,Collection_Drive,VOIP_LINE_B,+17645696773,Voicemail,24,27,0,Outbound
CDR_00003720,2024-01-28 11:35:55,Agent_014,Customer_Retention,SIP_GATEWAY_2,+14348816643,Busy,0,20,0,Outbound
CDR_00003446,2024-01-28 11:47:11,Agent_004,Lead_Generation_2024,TRUNK_PRIMARY,+12545646923,Sale,494,14,16,Outbound
CDR_00003641,2024-01-28 12:04:55,Agent_008,Lead_Generation_2024,VOIP_LINE_A,+18927204188,Do Not Call,44,27,0,Outbound
CDR_00000200,2024-01-28 12:10:35,Agent_013,New_Product_Launch,VOIP_LINE_A,+15783133876,Busy,0,17,0,Outbound
CDR_00003429,2024-01-28 12:14:44,Agent_003,Collection_Drive,VOIP_LINE_B,+16456341161,Voicemail,22,13,0,Outbound
CDR_00003624,2024-01-28 12:17:07,Agent_011,Customer_Retention,VOIP_LINE_B,+17881394247,No Answer,0,33,0,Outbound
CDR_00003871,2024-01-28 12:27:00,Agent_010,Lead_Generation_2024,TRUNK_BACKUP,+15525267264,Not Interested,71,23,19,Outbound
CDR_00002037,2024-01-28 12:33:08,Agent_012,Collection_Drive,VOIP_LINE_B,+14779155848,Not Interested,147,9,14,Outbound
CDR_00003970,2024-01-28 12:43:31,Agent_014,Survey_Campaign,TRUNK_PRIMARY,+19622928243,Voicemail,6,13,0,Outbound
CDR_00002059,2024-01-28 12:55:45,Agent_010,Survey_Campaign,TRUNK_BACKUP,+14547592890,No Answer,0,42,0,Outbound
CDR_00002559,2024-01-28 13:01:01,Agent_015,Collection_Drive,VOIP_LINE_B,+19147614725,Disconnected,0,26,0,Outbound
CDR_00000056,2024-01-28 13:02:12,Agent_017,Collection_Drive,SIP_GATEWAY_2,+16974768877,Voicemail,9,5,0,Outbound
CDR_00001411,2024-01-28 13:26:18,Agent_009,Sales_Campaign_Q1,VOIP_LINE_A,+16564689764,Language Barrier,50,11,0,Outbound
CDR_00004343,2024-01-28 13:33:04,Agent_015,Sales_Campaign_Q1,VOIP_LINE_B,+17364639181,Disconnected,0,51,0,Outbound
CDR_00001579,2024-01-28 13:33:44,Agent_011,New_Product_Launch,SIP_GATEWAY_2,+14821564507,Not Interested,125,26,10,Outbound
CDR_00003192,2024-01-28 13:34:33,Agent_005,Sales_Campaign_Q1,TRUNK_BACKUP,+19095137607,Not Interested,80,3,11,Outbound
CDR_00003310,2024-01-28 13:52:48,Agent_018,Customer_Retention,TRUNK_BACKUP,+17897965744,No Answer,0,20,0,Outbound
CDR_00004418,2024-01-28 14:19:18,Agent_019,Survey_Campaign,VOIP_LINE_A,+16381369716,Language Barrier,125,5,11,Outbound
CDR_00004944,2024-01-28 14:27:49,Agent_017,Collection_Drive,SIP_GATEWAY_2,+19522276387,Do Not Call,48,4,0,Outbound
CDR_00003539,2024-01-28 14:48:44,Agent_005,Sales_Campaign_Q1,VOIP_LINE_B,+16643777491,Busy,0,36,0,Outbound
CDR_00004582,2024-01-28 15:06:07,Agent_019,Customer_Retention,VOIP_LINE_A,+12173087317,Voicemail,15,12,0,Outbound
CDR_00002819,2024-01-28 15:19:52,Agent_015,New_Product_Launch,SIP_GATEWAY_1,+15939442264,Fax/Modem,0,41,0,Outbound
CDR_00003809,2024-01-28 15:27:49,Agent_007,Collection_Drive,SIP_GATEWAY_2,+16766306510,Not Interested,76,19,6,Outbound
CDR_00000140,2024-01-28 15:41:12,Agent_020,Sales_Campaign_Q1,VOIP_LINE_A,+12185273018,Voicemail,26,14,0,Outbound
CDR_00004277,2024-01-28 15:45:11,Agent_012,Lead_Generation_2024,SIP_GATEWAY_1,+17611330840,Disconnected,0,42,0,Outbound
CDR_00002614,2024-01-28 16:10:12,Agent_002,Collection_Drive,TRUNK_BACKUP,+18003070082,Sale,270,3,15,Outbound
CDR_00003041,2024-01-28 16:26:53,Agent_019,New_Product_Launch,SIP_GATEWAY_1,+15529833155,No Answer,0,26,0,Outbound
CDR_00003909,2024-01-28 16:31:56,Agent_015,Sales_Campaign_Q1,SIP_GATEWAY_1,+12931274488,Fax/Modem,0,34,0,Outbound
CDR_00001029,2024-01-28 17:05:04,Agent_016,Collection_Drive,SIP_GATEWAY_1,+12669451887,No Answer,0,34,0,Outbound
CDR_00001267,2024-01-28 17:13:12,Agent_014,Collection_Drive,TRUNK_BACKUP,+19453350892,Interested,211,5,8,Outbound
CDR_00001611,2024-01-28 17:29:31,Agent_017,Collection_Drive,TRUNK_PRIMARY,+14944540605,Disconnected,0,29,0,Outbound
CDR_00001745,2024-01-28 17:30:13,Agent_010,Lead_Generation_2024,SIP_GATEWAY_1,+13563901639,Wrong Number,5,5,0,Outbound
CDR_00003922,2024-01-28 17:53:29,Agent_004,New_Product_Launch,TRUNK_BACKUP,+14391453992,Interested,213,6,23,Outbound
CDR_00001430,2024-01-28 17:59:18,Agent_019,New_Product_Launch,TRUNK_PRIMARY,+18225106185,Busy,0,21,0,Outbound
CDR_00000366,2024-01-28 18:11:06,Agent_008,New_Product_Launch,VOIP_LINE_B,+17835651126,Sale,271,20,14,Outbound
CDR_00001582,2024-01-28 18:21:54,Agent_019,Survey_Campaign,SIP_GATEWAY_2,+18013827045,Sale,172,5,4,Outbound
CDR_00004138,2024-01-28 18:43:41,Agent_011,Sales_Campaign_Q1,TRUNK_PRIMARY,+16404959153,Not Interested,177,19,10,Outbound
CDR_00002047,2024-01-28 20:14:08,Agent_014,Survey_Campaign,SIP_GATEWAY_2,+17245705782,Busy,0,60,0,Outbound
CDR_00002013,2024-01-29 08:22:59,Agent_016,Sales_Campaign_Q1,VOIP_LINE_B,+15334191938,Voicemail,26,25,0,Outbound
CDR_00001571,2024-01-29 08:45:52,Agent_014,Lead_Generation_2024,SIP_GATEWAY_1,+17677003519,Do Not Call,165,14,7,Outbound
CDR_00002568,2024-01-29 09:18:46,Agent_014,New_Product_Launch,VOIP_LINE_A,+19611628600,Wrong Number,26,9,0,Outbound
CDR_00004229,2024-01-29 09:19:49,Agent_012,Collection_Drive,SIP_GATEWAY_1,+17514277568,Busy,0,15,0,Outbound
CDR_00000142,2024-01-29 10:01:28,Agent_003,New_Product_Launch,TRUNK_PRIMARY,+15808614034,Not Interested,61,9,30,Outbound
CDR_00001068,2024-01-29 10:01:56,Agent_003,Sales_Campaign_Q1,TRUNK_PRIMARY,+17667690770,Voicemail,30,7,0,Outbound
CDR_00000951,2024-01-29 10:04:16,Agent_012,Survey_Campaign,TRUNK_PRIMARY,+13448141687,Busy,0,47,0,Outbound
CDR_00000225,2024-01-29 10:04:53,Agent_007,New_Product_Launch,VOIP_LINE_A,+15975983703,Interested,212,4,18,Outbound
CDR_00001617,2024-01-29 10:12:27,Agent_019,Lead_Generation_2024,VOIP_LINE_B,+18894744829,Not Interested,161,22,0,Outbound
CDR_00000478,2024-01-29 10:16:43,Agent_014,Survey_Campaign,VOIP_LINE_A,+12355711433,No Answer,0,33,0,Outbound
CDR_00001965,2024-01-29 10:31:26,Agent_010,Survey_Campaign,VOIP_LINE_B,+13884112460,Not Interested,158,5,6,Outbound
CDR_00001767,2024-01-29 10:37:27,Agent_006,Collection_Drive,SIP_GATEWAY_1,+17278507326,Interested,184,15,14,Outbound
CDR_00002539,2024-01-29 10:39:24,Agent_019,Survey_Campaign,TRUNK_BACKUP,+17057417618,Interested,211,7,4,Outbound
CDR_00002514,2024-01-29 11:17:21,Agent_016,Survey_Campaign,TRUNK_BACKUP,+16764860417,Sale,705,5,24,Outbound
CDR_00004739,2024-01-29 11:17:32,Agent_007,Survey_Campaign,TRUNK_PRIMARY,+18751730240,Voicemail,14,28,0,Outbound
CDR_00001880,2024-01-29 11:39:37,Agent_017,New_Product_Launch,SIP_GATEWAY_2,+12324762332,Voicemail,30,14,0,Outbound
CDR_00000027,2024-01-29 11:45:08,Agent_004,New_Product_Launch,TRUNK_BACKUP,+15075637983,Interested,106,9,28,Outbound
CDR_00001309,2024-01-29 11:53:54,Agent_010,Sales_Campaign_Q1,VOIP_LINE_A,+19056509173,No Answer,0,15,0,Outbound
CDR_00002612,2024-01-29 12:08:50,Agent_004,Sales_Campaign_Q1,VOIP_LINE_B,+16972966380,Not Interested,143,17,15,Outbound
CDR_00003373,2024-01-29 12:27:31,Agent_018,Customer_Retention,VOIP_LINE_A,+13859061556,Voicemail,15,16,0,Outbound
CDR_00003084,2024-01-29 12:36:53,Agent_003,Sales_Campaign_Q1,TRUNK_BACKUP,+17423078808,No Answer,0,55,0,Outbound
CDR_00002340,2024-01-29 12:41:36,Agent_007,Customer_Retention,VOIP_LINE_B,+13338217299,Voicemail,6,30,0,Outbound
CDR_00000776,2024-01-29 12:51:42,Agent_010,Customer_Retention,TRUNK_BACKUP,+18043544352,Disconnected,0,22,0,Outbound
CDR_00002283,2024-01-29 12:54:22,Agent_004,Sales_Campaign_Q1,SIP_GATEWAY_1,+19722983585,No Answer,0,50,0,Outbound
CDR_00000057,2024-01-29 12:55:08,Agent_004,Sales_Campaign_Q1,TRUNK_PRIMARY,+13614048659,Disconnected,0,44,0,Outbound
CDR_00001282,2024-01-29 13:00:12,Agent_019,Customer_Retention,VOIP_LINE_B,+14899138440,Disconnected,0,46,0,Outbound
CDR_00004759,2024-01-29 13:13:35,Agent_016,Customer_Retention,SIP_GATEWAY_2,+14747057660,No Answer,0,38,0,Outbound
CDR_00004711,2024-01-29 13:15:59,Agent_017,Survey_Campaign,TRUNK_BACKUP,+19736846894,Not Interested,30,25,0,Outbound
CDR_00003125,2024-01-29 13:20:12,Agent_012,Collection_Drive,TRUNK_PRIMARY,+19085099445,Do Not Call,138,28,29,Outbound
CDR_00001206,2024-01-29 13:30:05,Agent_005,Collection_Drive,SIP_GATEWAY_2,+18654640876,Voicemail,7,26,0,Outbound
CDR_00004376,2024-01-29 13:31:45,Agent_006,Survey_Campaign,SIP_GATEWAY_1,+19158506115,Interested,183,10,27,Outbound
CDR_00002979,2024-01-29 13:45:19,Agent_016,Survey_Campaign,TRUNK_BACKUP,+13976156252,Callback Scheduled,274,12,13,Outbound
CDR_00003649,2024-01-29 13:59:59,Agent_001,New_Product_Launch,VOIP_LINE_A,+12542573461,No Answer,0,23,0,Outbound
CDR_00002398,2024-01-29 14:06:13,Agent_014,New_Product_Launch,TRUNK_BACKUP,+17764381129,Voicemail,18,3,0,Outbound
CDR_00003260,2024-01-29 14:07:19,Agent_017,New_Product_Launch,SIP_GATEWAY_1,+16509168623,Fax/Modem,0,20,0,Outbound
CDR_00000597,2024-01-29 14:17:18,Agent_004,Collection_Drive,SIP_GATEWAY_1,+19275294188,Voicemail,27,8,0,Outbound
CDR_00003758,2024-01-29 14:27:52,Agent_009,Collection_Drive,SIP_GATEWAY_2,+15432954003,Busy,0,56,0,Outbound
CDR_00003947,2024-01-29 14:28:03,Agent_005,Lead_Generation_2024,SIP_GATEWAY_2,+16833424441,Voicemail,19,15,0,Outbound
CDR_00002965,2024-01-29 15:11:12,Agent_001,Lead_Generation_2024,TRUNK_PRIMARY,+13903025951,No Answer,0,40,0,Outbound
CDR_00004218,2024-01-29 15:29:14,Agent_015,Survey_Campaign,SIP_GATEWAY_1,+13981047621,No Answer,0,33,0,Outbound
CDR_00002816,2024-01-29 15:41:55,Agent_005,Customer_Retention,SIP_GATEWAY_1,+17025895823,No Answer,0,45,0,Outbound
CDR_00002214,2024-01-29 15:43:32,Agent_011,Customer_Retention,SIP_GATEWAY_2,+17878119018,Voicemail,23,9,0,Outbound
CDR_00000004,2024-01-29 15:44:31,Agent_010,Survey_Campaign,VOIP_LINE_B,+14249868669,Busy,0,46,0,Outbound
CDR_00000719,2024-01-29 15:49:19,Agent_003,Survey_Campaign,SIP_GATEWAY_1,+14536722795,Fax/Modem,0,56,0,Outbound
CDR_00004573,2024-01-29 15:55:38,Agent_018,New_Product_Launch,SIP_GATEWAY_2,+13373330860,No Answer,0,32,0,Outbound
CDR_00003829,2024-01-29 15:59:58,Agent_009,Customer_Retention,TRUNK_PRIMARY,+19367918779,Not Interested,144,21,19,Outbound
CDR_00004401,2024-01-29 16:37:33,Agent_005,Survey_Campaign,SIP_GATEWAY_1,+13385993748,Callback Scheduled,283,18,18,Outbound
CDR_00000733,2024-01-29 16:39:09,Agent_016,Sales_Campaign_Q1,TRUNK_BACKUP,+13693937201,Wrong Number,9,22,0,Outbound
CDR_00002031,2024-01-29 16:46:17,Agent_020,Customer_Retention,SIP_GATEWAY_1,+15594997116,Sale,815,16,3,Outbound
CDR_00001262,2024-01-29 16:47:20,Agent_001,Lead_Generation_2024,TRUNK_BACKUP,+18997086544,Wrong Number,20,17,0,Outbound
CDR_00001908,2024-01-29 17:05:02,Agent_017,Collection_Drive,SIP_GATEWAY_2,+17998149687,Callback Scheduled,267,7,13,Outbound
CDR_00003878,2024-01-29 17:06:42,Agent_016,Sales_Campaign_Q1,SIP_GATEWAY_1,+18452155025,No Answer,0,34,0,Outbound
CDR_00003654,2024-01-29 17:15:17,Agent_015,Customer_Retention,SIP_GATEWAY_2,+15902368016,Wrong Number,11,29,0,Outbound
CDR_00000193,2024-01-29 17:22:54,Agent_006,Survey_Campaign,SIP_GATEWAY_2,+13171923349,Busy,0,23,0,Outbound
CDR_00002884,2024-01-29 17:47:48,Agent_016,New_Product_Launch,VOIP_LINE_A,+15184862481,Not Interested,147,14,21,Outbound
CDR_00001719,2024-01-29 18:28:40,Agent_007,Sales_Campaign_Q1,SIP_GATEWAY_2,+14741525594,Disconnected,0,49,0,Outbound
CDR_00003687,2024-01-29 18:52:32,Agent_001,Sales_Campaign_Q1,TRUNK_BACKUP,+18565604164,Busy,0,53,0,Outbound
CDR_00000442,2024-01-29 19:00:52,Agent_006,Collection_Drive,VOIP_LINE_B,+16197910041,Interested,89,24,10,Outbound
CDR_00000482,2024-01-29 19:14:00,Agent_001,Collection_Drive,TRUNK_PRIMARY,+18527591597,No Answer,0,23,0,Outbound
CDR_00001819,2024-01-29 19:25:48,Agent_007,Lead_Generation_2024,VOIP_LINE_B,+13949641906,Do Not Call,143,8,1,Outbound
CDR_00000994,2024-01-29 20:09:27,Agent_020,New_Product_Launch,VOIP_LINE_A,+18341655815,Not Interested,158,14,3,Outbound
CDR_00003019,2024-01-30 08:27:40,Agent_008,Collection_Drive,SIP_GATEWAY_2,+14901367881,Not Interested,111,16,16,Outbound
CDR_00002996,2024-01-30 08:30:20,Agent_005,New_Product_Launch,TRUNK_BACKUP,+14613400439,Voicemail,29,7,0,Outbound
CDR_00000103,2024-01-30 08:57:32,Agent_019,Collection_Drive,SIP_GATEWAY_1,+14123013879,No Answer,0,53,0,Outbound
CDR_00000392,2024-01-30 08:58:26,Agent_019,Survey_Campaign,TRUNK_PRIMARY,+18494032144,No Answer,0,45,0,Outbound
CDR_00003110,2024-01-30 09:05:56,Agent_001,Lead_Generation_2024,SIP_GATEWAY_2,+12857109503,No Answer,0,26,0,Outbound
CDR_00002384,2024-01-30 09:14:20,Agent_018,Lead_Generation_2024,SIP_GATEWAY_2,+16541310868,No Answer,0,29,0,Outbound
CDR_00000330,2024-01-30 09:19:28,Agent_002,Survey_Campaign,VOIP_LINE_A,+14028176518,No Answer,0,37,0,Outbound
CDR_00000981,2024-01-30 09:26:39,Agent_006,Customer_Retention,VOIP_LINE_B,+18198545458,Not Interested,82,7,4,Outbound
CDR_00001716,2024-01-30 09:29:08,Agent_006,New_Product_Launch,TRUNK_BACKUP,+17997907660,Sale,616,25,25,Outbound
CDR_00000247,2024-01-30 09:34:34,Agent_009,Customer_Retention,VOIP_LINE_A,+13673405263,Not Interested,66,13,22,Outbound
CDR_00004053,2024-01-30 09:56:19,Agent_018,Collection_Drive,VOIP_LINE_B,+18077103256,No Answer,0,30,0,Outbound
CDR_00001536,2024-01-30 10:16:55,Agent_010,Sales_Campaign_Q1,TRUNK_PRIMARY,+14116781682,Not Interested,112,15,20,Outbound
CDR_00004953,2024-01-30 10:53:10,Agent_013,Customer_Retention,VOIP_LINE_B,+14077128821,Busy,0,59,0,Outbound
CDR_00003172,2024-01-30 10:57:19,Agent_012,Survey_Campaign,TRUNK_BACKUP,+12644005754,No Answer,0,20,0,Outbound
CDR_00002537,2024-01-30 11:22:26,Agent_012,Sales_Campaign_Q1,VOIP_LINE_B,+17978884497,No Answer,0,29,0,Outbound
CDR_00002591,2024-01-30 11:29:11,Agent_011,New_Product_Launch,SIP_GATEWAY_1,+15363909288,Voicemail,23,8,0,Outbound
CDR_00004531,2024-01-30 11:33:31,Agent_001,Lead_Generation_2024,VOIP_LINE_A,+19083496224,Fax/Modem,0,27,0,Outbound
CDR_00004364,2024-01-30 12:11:48,Agent_008,Sales_Campaign_Q1,SIP_GATEWAY_2,+12335694501,Fax/Modem,0,24,0,Outbound
CDR_00001244,2024-01-30 12:37:56,Agent_008,Sales_Campaign_Q1,VOIP_LINE_A,+18583233404,Voicemail,8,4,0,Outbound
CDR_00002439,2024-01-30 12:42:03,Agent_010,Sales_Campaign_Q1,TRUNK_BACKUP,+19237721396,Callback Scheduled,210,11,27,Outbound
CDR_00001709,2024-01-30 12:42:34,Agent_018,New_Product_Launch,VOIP_LINE_B,+15106576928,No Answer,0,33,0,Outbound
CDR_00004595,2024-01-30 12:54:21,Agent_006,Collection_Drive,VOIP_LINE_B,+13237619775,Interested,88,26,27,Outbound
CDR_00000629,2024-01-30 12:58:10,Agent_007,Customer_Retention,TRUNK_BACKUP,+16129260781,Sale,376,22,10,Outbound
CDR_00001164,2024-01-30 13:00:30,Agent_007,Survey_Campaign,TRUNK_BACKUP,+19589354522,Interested,190,28,16,Outbound
CDR_00002362,2024-01-30 13:00:39,Agent_014,Sales_Campaign_Q1,TRUNK_PRIMARY,+15905910157,Voicemail,17,21,0,Outbound
CDR_00003169,2024-01-30 13:01:48,Agent_001,Survey_Campaign,VOIP_LINE_B,+18282013704,Not Interested,51,12,0,Outbound
CDR_00000151,2024-01-30 13:05:05,Agent_011,Sales_Campaign_Q1,SIP_GATEWAY_2,+13954997451,No Answer,0,60,0,Outbound
CDR_00003458,2024-01-30 13:07:55,Agent_013,Collection_Drive,SIP_GATEWAY_1,+15618668704,Fax/Modem,0,44,0,Outbound
CDR_00004678,2024-01-30 13:08:16,Agent_018,Collection_Drive,VOIP_LINE_B,+19136241590,Wrong Number,28,26,0,Outbound
CDR_00001858,2024-01-30 13:22:25,Agent_020,Sales_Campaign_Q1,VOIP_LINE_B,+13829798939,No Answer,0,49,0,Outbound
CDR_00001426,2024-01-30 13:35:18,Agent_012,Lead_Generation_2024,VOIP_LINE_B,+16811783145,Voicemail,29,19,0,Outbound
CDR_00000452,2024-01-30 14:06:31,Agent_007,Sales_Campaign_Q1,TRUNK_PRIMARY,+13894387828,Busy,0,22,0,Outbound
CDR_00004500,2024-01-30 14:14:13,Agent_015,Survey_Campaign,SIP_GATEWAY_2,+15612241440,No Answer,0,34,0,Outbound
CDR_00001160,2024-01-30 14:14:35,Agent_004,Lead_Generation_2024,SIP_GATEWAY_2,+18404663945,No Answer,0,25,0,Outbound
CDR_00001728,2024-01-30 14:16:59,Agent_011,Survey_Campaign,VOIP_LINE_A,+14908563913,Disconnected,0,26,0,Outbound
CDR_00002977,2024-01-30 14:40:29,Agent_002,Customer_Retention,SIP_GATEWAY_2,+17959977998,Interested,187,22,6,Outbound
CDR_00004246,2024-01-30 15:06:01,Agent_014,Lead_Generation_2024,TRUNK_PRIMARY,+18086671427,Not Interested,165,6,3,Outbound
CDR_00002274,2024-01-30 15:09:07,Agent_014,Customer_Retention,VOIP_LINE_A,+13912935092,Not Interested,62,5,11,Outbound
CDR_00003217,2024-01-30 15:12:00,Agent_017,Lead_Generation_2024,TRUNK_PRIMARY,+15427699485,Voicemail,12,14,0,Outbound
CDR_00003386,2024-01-30 15:47:08,Agent_018,Lead_Generation_2024,TRUNK_PRIMARY,+15778748480,Not Interested,30,18,0,Outbound
CDR_00001269,2024-01-30 15:48:47,Agent_002,Lead_Generation_2024,SIP_GATEWAY_1,+14669593236,Voicemail,19,12,0,Outbound
CDR_00001978,2024-01-30 16:12:42,Agent_005,Customer_Retention,TRUNK_PRIMARY,+16436929675,Do Not Call,93,10,15,Outbound
CDR_00002702,2024-01-30 16:51:36,Agent_006,Survey_Campaign,SIP_GATEWAY_2,+16761263407,No Answer,0,53,0,Outbound
CDR_00001477,2024-01-30 16:56:26,Agent_009,New_Product_Launch,VOIP_LINE_A,+14365830223,Voicemail,10,21,0,Outbound
CDR_00004915,2024-01-30 17:01:52,Agent_002,Lead_Generation_2024,SIP_GATEWAY_1,+14615038912,Interested,131,11,12,Outbound
CDR_00000593,2024-01-30 17:06:43,Agent_015,Lead_Generation_2024,TRUNK_BACKUP,+12787825156,Voicemail,23,4,0,Outbound
CDR_00004085,2024-01-30 17:27:53,Agent_012,Lead_Generation_2024,VOIP_LINE_B,+15096772172,No Answer,0,24,0,Outbound
CDR_00001687,2024-01-30 17:30:54,Agent_006,Customer_Retention,SIP_GATEWAY_2,+15568650309,Not Interested,115,9,2,Outbound
CDR_00000463,2024-01-30 18:20:41,Agent_010,Collection_Drive,TRUNK_BACKUP,+16045808913,Not Interested,32,14,0,Outbound
CDR_00003155,2024-01-30 18:22:27,Agent_014,Sales_Campaign_Q1,TRUNK_BACKUP,+12966286611,Sale,431,25,18,Outbound
CDR_00003377,2024-01-30 18:23:59,Agent_002,New_Product_Launch,VOIP_LINE_B,+15765124024,Not Interested,114,6,11,Outbound
CDR_00001025,2024-01-30 18:30:41,Agent_018,Lead_Generation_2024,SIP_GATEWAY_1,+14023932181,Not Interested,129,11,27,Outbound
CDR_00001251,2024-01-30 19:22:11,Agent_009,Lead_Generation_2024,VOIP_LINE_A,+18316501967,Language Barrier,41,8,0,Outbound
CDR_00000869,2024-01-30 19:34:18,Agent_009,Customer_Retention,TRUNK_BACKUP,+19736951927,Callback Scheduled,78,23,17,Outbound
CDR_00002799,2024-01-30 19:47:05,Agent_020,Sales_Campaign_Q1,VOIP_LINE_A,+15318510296,Busy,0,45,0,Outbound
CDR_00004289,2024-01-31 08:19:03,Agent_006,Lead_Generation_2024,VOIP_LINE_B,+15346749330,Callback Scheduled,66,12,8,Outbound
CDR_00003490,2024-01-31 09:06:49,Agent_006,Sales_Campaign_Q1,TRUNK_BACKUP,+12946437866,No Answer,0,21,0,Outbound
CDR_00003605,2024-01-31 09:38:22,Agent_019,Lead_Generation_2024,TRUNK_PRIMARY,+15254739238,Callback Scheduled,205,6,30,Outbound
CDR_00000261,2024-01-31 10:07:43,Agent_018,Lead_Generation_2024,SIP_GATEWAY_1,+15403094382,No Answer,0,20,0,Outbound
CDR_00004434,2024-01-31 10:18:21,Agent_009,New_Product_Launch,VOIP_LINE_B,+14846963146,Interested,103,5,19,Outbound
CDR_00000783,2024-01-31 10:21:59,Agent_011,Lead_Generation_2024,VOIP_LINE_B,+16971800058,Do Not Call,39,18,0,Outbound
CDR_00003921,2024-01-31 10:36:27,Agent_016,Lead_Generation_2024,VOIP_LINE_A,+17917010563,Busy,0,30,0,Outbound
CDR_00000062,2024-01-31 10:54:01,Agent_006,Lead_Generation_2024,TRUNK_PRIMARY,+17422055494,No Answer,0,55,0,Outbound
